0.000000, 1.000000
719.000000, 1.000000
720.000000, 2.000000
1439.000000, 2.000000
1440.000000, 3.000000
2159.000000, 3.000000
2160.000000, 4.000000
2879.000000, 4.000000
2880.000000, 5.000000
3599.000000, 5.000000
3600.000000, 6.000000
4319.000000, 6.000000
4320.000000, 7.000000
5039.000000, 7.000000
5040.000000, 8.000000
5759.000000, 8.000000
5760.000000, 9.000000
6479.000000, 9.000000
6480.000000, 10.000000
7199.000000, 10.000000
7200.000000, 11.000000
7919.000000, 11.000000
7920.000000, 12.000000
8639.000000, 12.000000
8640.000000, 13.000000
9359.000000, 13.000000
9360.000000, 14.000000
10079.000000, 14.000000
10080.000000, 15.000000
10799.000000, 15.000000
10800.000000, 16.000000
11519.000000, 16.000000
11520.000000, 17.000000
12239.000000, 17.000000
12240.000000, 18.000000
12959.000000, 18.000000
12960.000000, 19.000000
13679.000000, 19.000000
13680.000000, 20.000000
14399.000000, 20.000000
14400.000000, 21.000000
15119.000000, 21.000000
15120.000000, 22.000000
15839.000000, 22.000000
15840.000000, 23.000000
16559.000000, 23.000000
16560.000000, 24.000000
17279.000000, 24.000000
17280.000000, 25.000000
17999.000000, 25.000000
18000.000000, 26.000000
18719.000000, 26.000000
18720.000000, 27.000000
19439.000000, 27.000000
19440.000000, 28.000000
20159.000000, 28.000000
20160.000000, 29.000000
20879.000000, 29.000000
20880.000000, 30.000000
21599.000000, 30.000000
21600.000000, 31.000000
22319.000000, 31.000000
22320.000000, 32.000000
23039.000000, 32.000000
23040.000000, 33.000000
23759.000000, 33.000000
23760.000000, 34.000000
24479.000000, 34.000000
24480.000000, 35.000000
25199.000000, 35.000000
25200.000000, 36.000000
25919.000000, 36.000000
25920.000000, 37.000000
26639.000000, 37.000000
26640.000000, 38.000000
27359.000000, 38.000000
27360.000000, 39.000000
28079.000000, 39.000000
28080.000000, 40.000000
28799.000000, 40.000000
28800.000000, 41.000000
29519.000000, 41.000000
29520.000000, 42.000000
30239.000000, 42.000000
30240.000000, 43.000000
30959.000000, 43.000000
30960.000000, 44.000000
31679.000000, 44.000000
31680.000000, 45.000000
32399.000000, 45.000000
32400.000000, 46.000000
33119.000000, 46.000000
33120.000000, 47.000000
33839.000000, 47.000000
33840.000000, 48.000000
34559.000000, 48.000000
34560.000000, 49.000000
35279.000000, 49.000000
35280.000000, 50.000000
35999.000000, 50.000000
36000.000000, 51.000000
36719.000000, 51.000000
36720.000000, 52.000000
37439.000000, 52.000000
37440.000000, 53.000000
38159.000000, 53.000000
38160.000000, 54.000000
38879.000000, 54.000000
38880.000000, 55.000000
39599.000000, 55.000000
39600.000000, 56.000000
40319.000000, 56.000000
40320.000000, 57.000000
41039.000000, 57.000000
41040.000000, 58.000000
41759.000000, 58.000000
41760.000000, 59.000000
42479.000000, 59.000000
42480.000000, 60.000000
43199.000000, 60.000000
43200.000000, 61.000000
43919.000000, 61.000000
43920.000000, 62.000000
44639.000000, 62.000000
44640.000000, 63.000000
45359.000000, 63.000000
45360.000000, 64.000000
46079.000000, 64.000000
46080.000000, 65.000000
46799.000000, 65.000000
46800.000000, 66.000000
47519.000000, 66.000000
47520.000000, 67.000000
48239.000000, 67.000000
48240.000000, 68.000000
48959.000000, 68.000000
48960.000000, 69.000000
49679.000000, 69.000000
49680.000000, 70.000000
50399.000000, 70.000000
50400.000000, 71.000000
51119.000000, 71.000000
51120.000000, 72.000000
51839.000000, 72.000000
51840.000000, 73.000000
52559.000000, 73.000000
52560.000000, 74.000000
53279.000000, 74.000000
53280.000000, 75.000000
53999.000000, 75.000000
54000.000000, 76.000000
54719.000000, 76.000000
54720.000000, 77.000000
55439.000000, 77.000000
55440.000000, 78.000000
56159.000000, 78.000000
56160.000000, 79.000000
56879.000000, 79.000000
56880.000000, 80.000000
57599.000000, 80.000000
57600.000000, 81.000000
58319.000000, 81.000000
58320.000000, 82.000000
59039.000000, 82.000000
59040.000000, 83.000000
59759.000000, 83.000000
59760.000000, 84.000000
60479.000000, 84.000000
60480.000000, 85.000000
61199.000000, 85.000000
61200.000000, 86.000000
61919.000000, 86.000000
61920.000000, 87.000000
62639.000000, 87.000000
62640.000000, 88.000000
63359.000000, 88.000000
63360.000000, 89.000000
64079.000000, 89.000000
64080.000000, 90.000000
64799.000000, 90.000000
64800.000000, 91.000000
65519.000000, 91.000000
65520.000000, 92.000000
66239.000000, 92.000000
66240.000000, 93.000000
66959.000000, 93.000000
66960.000000, 94.000000
67679.000000, 94.000000
67680.000000, 95.000000
68399.000000, 95.000000
68400.000000, 96.000000
69119.000000, 96.000000
69120.000000, 97.000000
69839.000000, 97.000000
69840.000000, 98.000000
70559.000000, 98.000000
70560.000000, 99.000000
71279.000000, 99.000000
71280.000000, 100.000000
71999.000000, 100.000000
72000.000000, 101.000000
72719.000000, 101.000000
72720.000000, 102.000000
73439.000000, 102.000000
73440.000000, 103.000000
74159.000000, 103.000000
74160.000000, 104.000000
74879.000000, 104.000000
74880.000000, 105.000000
75599.000000, 105.000000
75600.000000, 106.000000
76319.000000, 106.000000
76320.000000, 107.000000
77039.000000, 107.000000
77040.000000, 108.000000
77759.000000, 108.000000
77760.000000, 109.000000
78479.000000, 109.000000
78480.000000, 110.000000
79199.000000, 110.000000
79200.000000, 111.000000
79919.000000, 111.000000
79920.000000, 112.000000
80639.000000, 112.000000
80640.000000, 113.000000
81359.000000, 113.000000
81360.000000, 114.000000
82079.000000, 114.000000
82080.000000, 115.000000
82799.000000, 115.000000
82800.000000, 116.000000
83519.000000, 116.000000
83520.000000, 117.000000
84239.000000, 117.000000
84240.000000, 118.000000
84959.000000, 118.000000
84960.000000, 119.000000
85679.000000, 119.000000
85680.000000, 120.000000
86399.000000, 120.000000
86400.000000, 121.000000
87119.000000, 121.000000
87120.000000, 122.000000
87839.000000, 122.000000
87840.000000, 123.000000
88559.000000, 123.000000
88560.000000, 124.000000
89279.000000, 124.000000
89280.000000, 125.000000
89999.000000, 125.000000
90000.000000, 126.000000
90719.000000, 126.000000
90720.000000, 127.000000
91439.000000, 127.000000
91440.000000, 128.000000
92159.000000, 128.000000
92160.000000, 129.000000
92879.000000, 129.000000
92880.000000, 130.000000
93599.000000, 130.000000
93600.000000, 131.000000
94319.000000, 131.000000
